,News,News tok,True label,Pred label
381,Bolton Over women's soccer. The Close To Home soccer league is looking for female players and olderver for the fall season for a team in the Bolton area. Interested candidates can expect refereed games a friendly atmosphere and renewal of basic skills. All levels of experience welcomed. Contact Miriam Kandansky at or through e mail at Miriam.Kadanskysun.com for more details.,"[['Bolton', 'Over', ""women's"", 'soccer.'], ['The', 'Close', 'Home', 'soccer', 'league', 'looking', 'for', 'female', 'players', 'and', 'olderver', 'for', 'the', 'fall', 'season', 'for', 'team', 'the', 'Bolton', 'area.'], ['Interested', 'candidates', 'can', 'expect', 'refereed', 'games', 'friendly', 'atmosphere', 'and', 'renewal', 'basic', 'skills.'], ['All', 'levels', 'experience', 'welcomed.'], ['Contact', 'Miriam', 'Kandansky', 'through', 'mail', 'Miriam.Kadanskysun.com', 'for', 'more', 'details.']]",0,1
382,Top terms reports of sickness charms after receiving investigates lucky charms minneapolis based general mills drug administrationOriginal Source: latestly,"[['Top', 'terms', 'reports', 'sickness', 'charms', 'after', 'receiving', 'investigates', 'lucky', 'charms', 'minneapolis', 'based', 'general', 'mills', 'drug', 'administrationOriginal', 'Source:', 'latestly']]",1,0
383,Top terms beverages unit unearthed punjab food authority owner booked pfa director general fake beverages unitOriginal Source: researchsquare,"[['Top', 'terms', 'beverages', 'unit', 'unearthed', 'punjab', 'food', 'authority', 'owner', 'booked', 'pfa', 'director', 'general', 'fake', 'beverages', 'unitOriginal', 'Source:', 'researchsquare']]",1,0
384,A High Court bench yesterday observed that the dairy farms and companies must produce pure safe and hygienic milk and milk products maintaining international standards in order to ensure sound health for the country’s citizens. People have a constitutional right to have pure and hygienic foods and.......Original Source: thedailystarBD,"[['High', 'Court', 'bench', 'yesterday', 'observed', 'that', 'the', 'dairy', 'farms', 'and', 'companies', 'must', 'produce', 'pure', 'safe', 'and', 'hygienic', 'milk', 'and', 'milk', 'products', 'maintaining', 'international', 'standards', 'order', 'ensure', 'sound', 'health', 'for', 'the', 'country’s', 'citizens.'], ['People', 'have', 'constitutional', 'right', 'have', 'pure', 'and', 'hygienic', 'foods', 'and.......Original', 'Source:', 'thedailystarBD']]",1,0
385,Top terms fda investigating wave sick after eating eating lucky charms wave of people eating general millsOriginal Source: newsandstar,"[['Top', 'terms', 'fda', 'investigating', 'wave', 'sick', 'after', 'eating', 'eating', 'lucky', 'charms', 'wave', 'people', 'eating', 'general', 'millsOriginal', 'Source:', 'newsandstar']]",1,0
386,Branding food adulterators as the biggest terrorists in society former health minister and senior ruling party leader Mohammad Nasim on Monday demanded capital punishment of them. Speaking at a roundtable discussion on safe food other speakers also echoed Nasim’s sentiment seeking maximum.......Original Source: thedailystarBD,"[['Branding', 'food', 'adulterators', 'the', 'biggest', 'terrorists', 'society', 'former', 'health', 'minister', 'and', 'senior', 'ruling', 'party', 'leader', 'Mohammad', 'Nasim', 'Monday', 'demanded', 'capital', 'punishment', 'them.'], ['Speaking', 'roundtable', 'discussion', 'safe', 'food', 'other', 'speakers', 'also', 'echoed', 'Nasim’s', 'sentiment', 'seeking', 'maximum.......Original', 'Source:', 'thedailystarBD']]",1,0
387,As we look back on the history of food safety in the United States it is easy to take pride in how far we have come—from disparate state specific food laws with no interstate oversight to highly codified regulations such as FSMA food and consumer safety has evolved a great deal since the passage of the Pure Food and Drug Act in June of ....Original Source: markets businessinsider,"[['look', 'back', 'the', 'history', 'food', 'safety', 'the', 'United', 'States', 'easy', 'take', 'pride', 'how', 'far', 'have', 'come—from', 'disparate', 'state', 'specific', 'food', 'laws', 'with', 'interstate', 'oversight', 'highly', 'codified', 'regulations', 'such', 'FSMA', 'food', 'and', 'consumer', 'safety', 'has', 'evolved', 'great', 'deal', 'since', 'the', 'passage', 'the', 'Pure', 'Food', 'and', 'Drug', 'Act', 'June', '....Original', 'Source:', 'markets', 'businessinsider']]",1,0
388,:: Comments GNR detained six people and accused commercial companies and people in an operation to dismantle a transnational VAT fraud scheme in the food trade. In a statement released by the GNR revealed that search procedures were carried out in Portugal and seven in.......Original Source: labmate online,"[['Comments', 'GNR', 'detained', 'six', 'people', 'and', 'accused', 'commercial', 'companies', 'and', 'people', 'operation', 'dismantle', 'transnational', 'VAT', 'fraud', 'scheme', 'the', 'food', 'trade.'], ['statement', 'released', 'the', 'GNR', 'revealed', 'that', 'search', 'procedures', 'were', 'carried', 'out', 'Portugal', 'and', 'seven', 'in.......Original', 'Source:', 'labmate', 'online']]",1,0
389,Top terms general mills robinson township costco warehouse investigating lucky charms drug administrationOriginal Source: wkbn,"[['Top', 'terms', 'general', 'mills', 'robinson', 'township', 'costco', 'warehouse', 'investigating', 'lucky', 'charms', 'drug', 'administrationOriginal', 'Source:', 'wkbn']]",1,0
390,ISLAMABAD Jul UrduPoint / Pakistan Point News th Jul :President Dairy and Cattle Farmers Association Pakistan Shakir Umar Gujjar on Monday said that % pure milk was being sold in Karachi while only a few were involved in adulteration. Talking to private news channel he said DCFA.......Original Source: urdupoint,"[['ISLAMABAD', 'Jul', 'UrduPoint', 'Pakistan', 'Point', 'News', 'Jul', ':President', 'Dairy', 'and', 'Cattle', 'Farmers', 'Association', 'Pakistan', 'Shakir', 'Umar', 'Gujjar', 'Monday', 'said', 'that', 'pure', 'milk', 'was', 'being', 'sold', 'Karachi', 'while', 'only', 'few', 'were', 'involved', 'adulteration.'], ['Talking', 'private', 'news', 'channel', 'said', 'DCFA.......Original', 'Source:', 'urdupoint']]",1,0
391,Top terms high performance liquid chromatography dairy uht milk journal freezing point depressionOriginal Source: agrolab,"[['Top', 'terms', 'high', 'performance', 'liquid', 'chromatography', 'dairy', 'uht', 'milk', 'journal', 'freezing', 'point', 'depressionOriginal', 'Source:', 'agrolab']]",1,0
392,After packaged Rista and Goshtaba conquering the kitchens of Jammu and Kashmir now it’s the turn of traditional Kashmiri staple food Rice/Sabzi/Dal/Muttonto make waves with small time entrepreneurs establishing homemade units to make them earning a profit close to Rs a day....Original Source: markets businessinsider,"[['After', 'packaged', 'Rista', 'and', 'Goshtaba', 'conquering', 'the', 'kitchens', 'Jammu', 'and', 'Kashmir', 'now', 'it’s', 'the', 'turn', 'traditional', 'Kashmiri', 'staple', 'food', 'Rice/Sabzi/Dal/Muttonto', 'make', 'waves', 'with', 'small', 'time', 'entrepreneurs', 'establishing', 'homemade', 'units', 'make', 'them', 'earning', 'profit', 'close', 'day....Original', 'Source:', 'markets', 'businessinsider']]",1,0
393,NEW DELHI: The Union Home Ministry has directed police heads of the states and union territories to put an end to the abuse of the criminal justice system with respect to the testimonies of 'panchas' witnesses in recording a 'panchnama' testimony document....Original Source: newindianexpress,"[['NEW', 'DELHI:', 'The', 'Union', 'Home', 'Ministry', 'has', 'directed', 'police', 'heads', 'the', 'states', 'and', 'union', 'territories', 'put', 'end', 'the', 'abuse', 'the', 'criminal', 'justice', 'system', 'with', 'respect', 'the', 'testimonies', ""'panchas'"", 'witnesses', 'recording', ""'panchnama'"", 'testimony', 'document....Original', 'Source:', 'newindianexpress']]",1,0
394,"These Anne Arundel County restaurants were cited for critical violations in the latest health inspections. Image via Shutterstock ANNAPOLIS MD Forty restaurants and food stores in Annapolis and other parts of Anne Arundel County were cited for what county health inspectors deemed ""critical.......Original Source: gov hk zh","[['These', 'Anne', 'Arundel', 'County', 'restaurants', 'were', 'cited', 'for', 'critical', 'violations', 'the', 'latest', 'health', 'inspections.'], ['Image', 'via', 'Shutterstock', 'ANNAPOLIS', 'Forty', 'restaurants', 'and', 'food', 'stores', 'Annapolis', 'and', 'other', 'parts', 'Anne', 'Arundel', 'County', 'were', 'cited', 'for', 'what', 'county', 'health', 'inspectors', 'deemed', '""critical.......Original', 'Source:', 'gov']]",1,0
395,Top terms genes bacteria resistance bacillus researchers raise concernsOriginal Source: urdupoint,"[['Top', 'terms', 'genes', 'bacteria', 'resistance', 'bacillus', 'researchers', 'raise', 'concernsOriginal', 'Source:', 'urdupoint']]",1,0
396,Today the National Counterintelligence and Security Center NCSC and the Department of Defense’s Center for Development of Security Excellence CDSE published a risk mitigation guide to help organizations in the food industry understand insider risks establish insider risk programs and develop mitigation strategies....Original Source: einnews,"[['Today', 'the', 'National', 'Counterintelligence', 'and', 'Security', 'Center', 'NCSC', 'and', 'the', 'Department', 'Defense’s', 'Center', 'for', 'Development', 'Security', 'Excellence', 'CDSE', 'published', 'risk', 'mitigation', 'guide', 'help', 'organizations', 'the', 'food', 'industry', 'understand', 'insider', 'risks', 'establish', 'insider', 'risk', 'programs', 'and', 'develop', 'mitigation', 'strategies....Original', 'Source:', 'einnews']]",1,0
397,Apr Mental well being and its connection to nutrition is fast becoming a top consumer focus. Science is flagging the gut brain axis link while ayurvedic tradition is making its way into the food industry targeting consumers who seek a holistic approach to nourishment....Original Source: nutritioninsight,"[['Apr', 'Mental', 'well', 'being', 'and', 'its', 'connection', 'nutrition', 'fast', 'becoming', 'top', 'consumer', 'focus.'], ['Science', 'flagging', 'the', 'gut', 'brain', 'axis', 'link', 'while', 'ayurvedic', 'tradition', 'making', 'its', 'way', 'into', 'the', 'food', 'industry', 'targeting', 'consumers', 'who', 'seek', 'holistic', 'approach', 'nourishment....Original', 'Source:', 'nutritioninsight']]",1,0
398,sports august ah corresponding to june m and confirmed the public authority for food and drug administration safety additional drugs containing the substance metformin for the treatment of diabetes pollution diluted chemical from the family of nitrosamines which you know what a ndma n nitrosodimethylamine and within materials that are potentially carcinogenic.......Original Source: irishsun,"[['sports', 'august', 'corresponding', 'june', 'and', 'confirmed', 'the', 'public', 'authority', 'for', 'food', 'and', 'drug', 'administration', 'safety', 'additional', 'drugs', 'containing', 'the', 'substance', 'metformin', 'for', 'the', 'treatment', 'diabetes', 'pollution', 'diluted', 'chemical', 'from', 'the', 'family', 'nitrosamines', 'which', 'you', 'know', 'what', 'ndma', 'nitrosodimethylamine', 'and', 'within', 'materials', 'that', 'are', 'potentially', 'carcinogenic.......Original', 'Source:', 'irishsun']]",1,0
399,News relating to the american public prosecutor's office has opened an investigation to ensure that those responsible for the health crisis caused by the adulteration of electronic cigarettes accountable. According to agency has revealed the food and medicine in the United States which will monitor the....Original Source: libero,"[['News', 'relating', 'the', 'american', 'public', ""prosecutor's"", 'office', 'has', 'opened', 'investigation', 'ensure', 'that', 'those', 'responsible', 'for', 'the', 'health', 'crisis', 'caused', 'the', 'adulteration', 'electronic', 'cigarettes', 'accountable.'], ['According', 'agency', 'has', 'revealed', 'the', 'food', 'and', 'medicine', 'the', 'United', 'States', 'which', 'will', 'monitor', 'the....Original', 'Source:', 'libero']]",1,0
400,INDORE: Two persons including the owner of a private food supplying company were arrested on directions of Indore administration under the National Security Act NSA for allegedly selling adulterated milk products here. The probe has been ordered against the arrested persons named Siddharth Jain.......Original Source: yorkregion,"[['INDORE:', 'Two', 'persons', 'including', 'the', 'owner', 'private', 'food', 'supplying', 'company', 'were', 'arrested', 'directions', 'Indore', 'administration', 'under', 'the', 'National', 'Security', 'Act', 'NSA', 'for', 'allegedly', 'selling', 'adulterated', 'milk', 'products', 'here.'], ['The', 'probe', 'has', 'been', 'ordered', 'against', 'the', 'arrested', 'persons', 'named', 'Siddharth', 'Jain.......Original', 'Source:', 'yorkregion']]",1,0
401,A new study ranks St. Louis as the fourth most dangerous city. Camden New Jersey came in first followed by Detroit and Atlanta. The rankings are in Morgan Quitno #;s quot;City Crime Rankings quot; an annual reference,"[['new', 'study', 'ranks', 'St.', 'Louis', 'the', 'fourth', 'most', 'dangerous', 'city.'], ['Camden', 'New', 'Jersey', 'came', 'first', 'followed', 'Detroit', 'and', 'Atlanta.'], ['The', 'rankings', 'are', 'Morgan', 'Quitno', '#;s', 'quot;City', 'Crime', 'Rankings', 'quot;', 'annual', 'reference']]",0,1
402,Top terms sufistic elements muslims spiritual connotations reflection and restraint takaOriginal Source: theCitizen,"[['Top', 'terms', 'sufistic', 'elements', 'muslims', 'spiritual', 'connotations', 'reflection', 'and', 'restraint', 'takaOriginal', 'Source:', 'theCitizen']]",1,0
